,TCGA-02-0055,TCGA-06-0129,TCGA-06-0130,TCGA-06-0190,TCGA-06-0190,TCGA-06-0210,TCGA-06-0210,TCGA-06-2558,TCGA-12-0619,TCGA-14-1402,TCGA-16-1045,TCGA-19-2625,TCGA-32-1982,TCGA-32-2638,TCGA-76-4927,TCGA-06-2565,TCGA-12-0821,TCGA-14-0871
ENSG00000256723.1,1,8,3,1,0,0,1,0,2,0,2,1,0,2,2,3,3,0
ENSG00000256732.1,0,3,0,3,3,0,1,6,0,1,0,0,0,0,1,0,0,0
ENSG00000256733.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256734.1,0,2,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0
ENSG00000256737.1,7,10,4,1,5,8,6,9,8,4,5,10,1,10,7,3,5,1
ENSG00000256739.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256742.1,7,18,15,10,11,9,16,12,15,13,18,19,2,21,4,17,14,5
ENSG00000256745.1,81,61,89,52,70,68,73,49,56,77,45,76,43,77,82,49,69,18
ENSG00000256746.5,1,4,0,0,2,1,1,1,0,1,3,0,0,0,1,6,2,1
ENSG00000256747.1,0,1,1,2,0,0,0,1,2,0,0,1,0,0,0,2,0,0
ENSG00000256748.1,0,5,0,1,0,0,1,4,3,0,1,1,0,0,1,0,0,0
ENSG00000256750.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256751.6,93,25,202,107,147,131,142,108,143,65,110,130,53,47,38,94,419,8
ENSG00000256752.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256756.1,1,1,2,0,0,5,1,1,1,3,1,1,2,1,1,0,2,1
ENSG00000256757.1,2,5,3,5,5,0,0,0,4,1,1,8,2,4,1,0,0,0
ENSG00000256762.1,0,13,0,0,1,0,4,2,4,0,5,1,0,2,1,6,2,0
ENSG00000256769.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000256771.4,148,1550,301,450,278,414,488,1188,525,600,408,363,158,957,386,1253,778,82
ENSG00000256774.1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000256777.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000256779.2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,9
ENSG00000256783.1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
ENSG00000256789.1,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0
ENSG00000256797.1,7,0,2,1,1,1,0,1,0,1,0,0,0,8,1,0,1,0
ENSG00000256799.1,1,1,1,5,1,1,7,5,3,8,2,2,0,4,3,2,3,2
ENSG00000256802.2,100,31,227,294,189,105,115,52,227,32,191,770,32,142,75,101,198,8
ENSG00000256803.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000256804.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256806.6,158,584,90,209,108,412,264,362,161,381,195,382,104,569,214,554,686,32
ENSG00000256810.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000256811.1,0,0,0,1,6,1,0,0,2,1,0,1,0,1,0,2,0,0
ENSG00000256812.2,0,3,7,2,0,0,2,1,2,1,0,0,0,5,1,1,0,1
ENSG00000256813.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256814.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256817.1,4,6,0,2,1,1,1,5,1,7,3,2,4,0,2,2,1,5
ENSG00000256824.1,1,12,0,0,0,0,1,2,0,0,0,0,0,0,3,0,1,0
ENSG00000256825.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256826.1,5,4,15,8,11,5,2,1,5,2,1,0,1,6,3,0,3,0
ENSG00000256827.1,0,6,1,0,0,0,1,1,1,0,0,3,0,1,1,2,1,0
ENSG00000256835.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256837.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000256843.1,4,1,2,4,1,0,1,3,1,3,2,3,0,2,1,2,0,1
ENSG00000256844.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256847.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
ENSG00000256849.1,16,14,8,17,20,15,6,22,14,15,6,12,6,13,15,11,32,11
ENSG00000256851.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256852.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000256861.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256862.3,4,36,10,6,2,3,8,11,11,2,5,4,5,12,3,14,6,0
ENSG00000256863.1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000256870.3,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
ENSG00000256875.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256879.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000256884.1,0,0,0,0,0,0,0,1,0,3,4,2,0,1,0,1,2,0
ENSG00000256888.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000256892.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
ENSG00000256894.1,44,40,69,41,35,49,59,30,48,16,37,44,10,43,18,31,27,3
ENSG00000256896.1,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,2,0
ENSG00000256897.1,3,6,11,1,3,2,1,5,12,2,2,7,3,4,1,11,3,0
ENSG00000256898.1,7,16,1,3,1,14,7,4,8,12,3,13,1,7,2,7,9,0
ENSG00000256902.1,0,12,0,0,0,3,1,0,5,0,0,2,0,3,1,5,1,1
ENSG00000256904.1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000256906.1,0,2,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0
ENSG00000256912.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256913.1,2,15,4,1,5,16,5,2,3,5,1,14,3,7,2,26,0,0
ENSG00000256915.2,1,0,2,1,3,0,0,0,0,3,1,1,0,0,1,0,1,2
ENSG00000256916.1,1,0,0,1,0,1,1,2,2,0,0,3,0,0,0,1,4,0
ENSG00000256917.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256923.1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ENSG00000256925.3,8,353,1,13,0,30,47,148,37,19,3,10,5,26,26,33,47,1
ENSG00000256928.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256937.1,0,28,0,0,0,0,2,1,0,0,0,3,0,0,0,1,1,0
ENSG00000256940.2,7,9,20,5,5,6,4,5,4,3,6,9,3,4,0,5,5,0
ENSG00000256943.1,1,18,2,0,0,0,4,12,0,0,1,0,0,1,0,0,6,1
ENSG00000256944.1,3,4,10,6,3,8,6,7,7,3,6,9,2,10,4,12,5,2
ENSG00000256947.1,3,0,1,0,0,1,1,0,2,0,1,5,0,2,0,0,0,0
ENSG00000256948.1,2,0,72,6,1,1,4,0,0,13,56,0,0,1,0,1,2,2
ENSG00000256950.2,3,2,3,3,3,3,0,1,7,2,2,2,2,2,0,1,0,2
ENSG00000256951.1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1
ENSG00000256955.2,2,0,2,1,2,1,0,12,1,1,0,0,1,2,4,0,0,2
ENSG00000256963.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256966.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256967.1,34,34,32,36,50,15,10,27,37,6,23,63,6,40,8,15,12,2
ENSG00000256968.1,32,23,26,14,17,255,56,17,25,31,21,38,17,24,30,20,225,18
ENSG00000256969.2,0,1,1,0,0,1,2,0,0,0,2,7,0,0,0,1,0,0
ENSG00000256971.2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000256972.1,0,2,0,2,0,0,4,1,3,0,3,1,0,0,1,4,0,0
ENSG00000256973.1,2,68,15,2,4,10,10,12,10,0,13,4,7,21,4,80,5,1
ENSG00000256975.1,0,0,0,0,1,0,0,0,1,1,0,2,0,4,0,1,2,0
ENSG00000256977.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
ENSG00000256980.5,0,7,3,1,0,2,0,1,6,1,0,5,0,0,1,3,4,0
ENSG00000256981.1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,7,0,0
ENSG00000256982.2,15,8,0,2,1,2,3,22,6,12,2,2,3,11,5,5,7,0
ENSG00000256984.2,0,16,4,2,1,3,1,2,3,3,1,7,1,3,2,12,4,0
ENSG00000256986.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000256987.1,1,2,1,0,2,0,1,0,0,0,0,1,1,1,0,3,1,0
ENSG00000256988.2,6,63,4,9,3,26,78,26,46,22,40,65,14,26,39,17,53,6
ENSG00000256994.2,0,5,0,0,0,4,46,2,3,0,0,0,0,0,0,0,10,0
ENSG00000256995.8,2,0,2,0,2,2,0,1,0,3,0,0,1,0,0,2,2,0
ENSG00000257000.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257002.1,0,1,3,0,0,0,0,2,1,0,1,2,1,1,1,1,2,0
ENSG00000257004.1,0,2,0,0,1,2,0,0,3,0,1,5,1,4,0,1,0,2
ENSG00000257005.1,3,0,2,2,3,2,1,1,1,0,0,2,0,0,1,2,0,1
ENSG00000257008.6,0,1,0,0,2,0,0,2,1,0,0,1,0,0,0,1,0,1
ENSG00000257009.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257012.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
ENSG00000257016.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257017.9,94,16,78,595,17219,1013,1094,54,6026,1965,5665,3328,47,211,369,75,1769,17
ENSG00000257021.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257022.1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0
ENSG00000257023.1,1,4,2,3,2,1,5,4,1,2,0,4,0,3,1,2,1,0
ENSG00000257025.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257027.1,107,260,219,64,144,129,108,110,110,68,97,115,30,89,35,74,127,20
ENSG00000257035.1,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,2,0,1
ENSG00000257037.1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0
ENSG00000257038.1,22,7,17,11,15,5,10,6,12,10,10,23,4,14,12,28,4,1
ENSG00000257042.1,0,0,5,2,2,0,0,2,2,1,0,2,0,0,0,1,4,0
ENSG00000257043.1,24,92,22,17,15,20,30,28,24,32,26,21,23,29,28,24,33,6
ENSG00000257045.1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0
ENSG00000257046.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257048.1,1,0,20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000257052.1,9,13,9,6,1,4,3,12,17,7,12,9,1,8,6,3,7,2
ENSG00000257056.3,38,63,32,14,17,55,29,60,76,40,22,0,9,51,5,47,24,1
ENSG00000257057.3,0,1,0,0,0,1,0,2,0,3,0,3,0,1,1,1,3,0
ENSG00000257058.1,12,7,13,1,4,12,11,13,3,12,6,41,10,9,5,10,27,0
ENSG00000257060.7,14,44,4,59,5,51,48,28,33,89,57,119,15,100,54,94,71,0
ENSG00000257062.6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257065.1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000257067.6,6,0,2,1,1,4,1,5,10,1,7,10,3,4,2,4,0,2
ENSG00000257069.6,0,1,1,0,0,1,0,0,1,0,0,3,0,1,0,2,1,0
ENSG00000257070.1,0,2,1,1,0,4,2,0,1,0,0,1,0,1,1,0,1,0
ENSG00000257074.3,16,16,15,17,14,14,9,13,9,10,4,11,9,23,12,11,9,3
ENSG00000257075.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257078.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000257083.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000257084.1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257086.1,5,17,11,9,3,17,4,5,11,9,12,29,3,18,5,14,11,0
ENSG00000257087.1,1,0,0,1,2,0,0,1,0,1,1,1,0,1,0,0,1,0
ENSG00000257093.7,1405,5499,1661,2738,2573,3493,4955,3713,3643,886,3436,1098,979,3387,2147,4368,3405,235
ENSG00000257094.1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000257095.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257096.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257097.1,2,1,3,0,0,4,3,2,0,2,1,5,2,4,2,4,0,1
ENSG00000257101.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0
ENSG00000257103.8,4440,6904,4833,6052,5959,6128,4796,5447,5272,3110,4420,5079,1981,9847,4649,9066,7478,1672
ENSG00000257105.1,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
ENSG00000257108.2,26,22,34,18,18,30,32,51,16,18,31,16,20,43,23,33,12,5
ENSG00000257109.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257113.1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ENSG00000257114.3,3,1,2,27,12,75,26,33,6,41,4,22,9,20,9,62,106,0
ENSG00000257115.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000257119.1,1,1,1,1,2,3,1,12,6,3,3,12,0,2,4,1,8,0
ENSG00000257120.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000257121.1,0,2,0,0,0,1,1,0,1,2,0,0,0,0,0,1,1,0
ENSG00000257122.5,68,129,199,76,79,137,85,79,124,35,83,98,43,127,66,109,67,20
ENSG00000257124.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257125.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257126.6,66,151,79,68,61,130,43,148,106,172,40,0,36,136,55,222,45,1
ENSG00000257127.6,0,1,7,1,7,1,0,0,3,1,0,1,0,0,0,1,0,0
ENSG00000257128.1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
ENSG00000257129.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257135.7,63,179,117,60,35,94,52,91,152,94,62,133,31,82,51,80,152,22
ENSG00000257137.7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000257138.1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0
ENSG00000257139.1,4,3,14,82,16,10,7,20,22,21,23,15,4,51,18,16,10,0
ENSG00000257142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257146.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257150.3,3,4,1,1,3,1,2,3,1,2,2,3,4,1,0,2,2,1
ENSG00000257155.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0
ENSG00000257157.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257159.1,0,9,3,1,1,0,0,10,2,0,0,0,0,0,0,1,1,0
ENSG00000257162.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000257164.5,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0
ENSG00000257165.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257167.2,70,592,195,67,73,73,102,156,225,89,51,219,30,87,106,110,186,23
ENSG00000257169.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257171.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257173.1,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0
ENSG00000257175.2,2,5,2,2,2,2,0,2,3,1,3,3,0,7,4,6,5,0
ENSG00000257176.3,27,524,61,70,44,145,67,105,83,144,131,147,38,126,87,282,101,11
ENSG00000257178.5,2,0,13,2,3,16,5,1,18,0,1,0,0,4,1,2,4,0
ENSG00000257179.1,6,13,8,5,9,6,10,6,9,12,10,5,2,6,7,8,15,2
ENSG00000257180.1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0
ENSG00000257181.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257183.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257184.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257185.2,1,541,3,6,16,61,26,88,30,29,22,22,27,44,13,224,44,3
ENSG00000257191.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000257193.1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000257194.2,4,0,1,3,2,0,1,0,1,0,0,3,1,0,3,0,1,4
ENSG00000257195.1,10,26,6,7,7,6,13,9,13,7,9,11,5,18,17,21,19,10
ENSG00000257198.6,1,1,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,1
ENSG00000257199.2,7,9,9,4,5,4,2,3,2,4,0,6,5,13,7,5,10,1
ENSG00000257202.1,1,2,1,2,2,2,1,1,1,0,1,0,0,0,2,1,0,0
ENSG00000257207.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257210.1,8,4,3,6,2,0,2,3,1,3,3,5,3,2,8,1,5,2
ENSG00000257218.6,919,1222,886,686,651,1038,875,1223,752,1089,772,1076,287,1339,741,1262,1249,236
ENSG00000257219.6,78,0,27,95,65,52,26,12,146,54,53,97,15,27,20,12,69,1
ENSG00000257220.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000257221.4,5,33,13,6,6,12,15,13,8,1,8,7,2,7,2,15,8,0
ENSG00000257222.1,3,16,11,7,0,4,0,5,6,16,3,7,1,1,4,5,6,3
ENSG00000257224.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257225.1,0,9,10,3,2,5,1,11,3,1,6,2,1,2,0,9,2,1
ENSG00000257226.2,0,2,4,0,2,0,4,3,6,0,4,0,0,1,0,2,0,0
ENSG00000257228.5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000257230.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257231.1,2,6,3,0,0,2,0,2,2,5,0,6,0,4,1,0,5,1
ENSG00000257235.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257237.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257239.1,0,1,1,0,0,5,5,1,2,2,1,4,0,4,0,1,5,2
ENSG00000257241.1,0,13,0,4,0,1,3,1,1,1,1,3,1,5,0,2,0,0
ENSG00000257242.8,26,41,20,11,12,24,13,42,19,17,13,28,9,15,13,41,40,0
ENSG00000257243.1,0,31,17,3,3,9,4,3,11,2,9,9,3,4,3,14,5,3
ENSG00000257246.1,1,14,5,7,3,4,5,8,4,6,2,3,2,8,2,8,4,2
ENSG00000257252.6,9,7,9,8,15,7,8,4,0,2,6,17,1,6,1,1,35,1
ENSG00000257253.2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
ENSG00000257254.1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000257256.1,0,12,1,1,1,0,2,1,0,0,0,2,0,0,0,2,0,0
ENSG00000257258.2,10,109,19,14,6,14,20,15,19,4,18,1,6,6,8,4,9,1
ENSG00000257259.3,3,1,1,2,2,9,7,171,1,6,5,10,0,2,4,0,189,1
ENSG00000257261.6,67,131,48,42,35,41,55,63,59,118,52,80,25,55,22,64,51,1
ENSG00000257262.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000257264.5,1,5,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1
ENSG00000257265.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257267.3,1608,2398,1778,1528,1680,1967,2298,2941,2372,1419,2054,1717,498,2409,1539,2499,2904,468
ENSG00000257268.1,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
ENSG00000257270.1,18,241,36,84,50,184,68,57,169,44,54,111,40,161,32,650,43,26
ENSG00000257271.1,1,1,0,4,0,2,0,0,2,0,3,0,0,0,1,0,0,1
ENSG00000257272.1,3,1,0,2,0,8,2,6,3,7,0,1,1,0,1,2,2,1
ENSG00000257275.6,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0
ENSG00000257277.2,1,4,1,1,1,2,8,19,15,19,7,7,1,6,2,3,12,0
ENSG00000257279.1,1,8,6,3,7,5,4,3,1,2,2,15,0,1,2,4,3,1
ENSG00000257281.1,0,2,4,1,3,0,1,1,0,0,0,0,1,0,2,0,0,0
ENSG00000257283.1,8,18,19,5,4,9,11,14,15,6,9,14,3,12,8,8,13,0
ENSG00000257284.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257285.6,8,91,37,33,26,39,20,45,61,49,33,34,14,41,12,52,40,3
ENSG00000257286.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257287.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257288.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000257289.1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000257292.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000257294.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000257296.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000257298.1,23,204,29,45,23,67,12,44,21,17,9,18,5,40,8,118,5,2
ENSG00000257300.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257302.1,0,1,0,1,1,0,1,0,3,1,1,1,5,2,2,0,0,1
ENSG00000257303.2,15,102,37,30,18,45,30,55,43,43,41,55,19,42,16,110,30,9
ENSG00000257307.1,13,18,13,12,8,6,12,6,11,0,12,4,3,6,3,9,4,0
ENSG00000257308.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257310.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257315.3,1,9,2,1,2,34,5,5,5,0,4,0,0,0,1,14,4,1
ENSG00000257316.1,2,0,5,1,4,0,2,1,2,1,1,0,0,0,2,0,2,0
ENSG00000257319.1,2,4,1,5,1,6,0,4,4,7,7,2,3,11,3,9,1,0
ENSG00000257322.6,6,2,3,4,1,2,4,3,0,4,2,7,2,3,2,0,7,1
ENSG00000257323.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257325.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257327.1,0,1,0,0,0,1,2,1,2,0,0,0,1,0,0,0,1,0
ENSG00000257329.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257331.1,0,4,1,2,1,5,2,7,0,1,0,3,0,0,1,3,2,0
ENSG00000257332.1,2,0,1,1,0,0,0,0,0,1,0,2,2,1,0,1,0,0
ENSG00000257335.8,191,124,39,114,60,194,49,81,385,42,19,246,42,125,20,104,584,5
ENSG00000257336.1,1,3,9,8,2,2,1,0,3,2,6,0,1,2,0,0,1,1
ENSG00000257337.7,111,114,112,125,112,148,201,252,123,113,342,295,69,146,124,199,194,15
ENSG00000257341.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000257342.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257343.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257345.2,1,2,3,0,1,3,1,1,1,7,5,14,1,2,2,1,5,1
ENSG00000257346.1,2,1,7,4,1,3,2,1,1,6,4,1,0,2,2,17,1,0
ENSG00000257350.1,0,2,0,3,1,3,0,0,3,0,0,2,1,0,4,1,2,0
ENSG00000257354.2,121,638,592,183,275,664,322,423,227,255,260,299,105,710,145,1139,406,114
ENSG00000257355.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257356.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000257359.1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0
ENSG00000257360.1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0
ENSG00000257364.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257365.8,514,523,408,791,560,967,1185,792,878,521,288,491,145,695,853,499,498,95
ENSG00000257366.1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
ENSG00000257368.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257373.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000257376.1,6,17,18,2,6,5,5,2,7,4,5,7,4,7,3,11,7,5
ENSG00000257378.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257379.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257381.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257384.1,0,16,3,0,2,0,2,1,1,0,0,2,2,1,1,3,2,2
ENSG00000257386.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257389.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257390.5,0,1,0,1,0,1,0,5,0,2,2,1,0,2,0,1,6,0
ENSG00000257391.1,0,9,2,0,0,0,0,1,1,2,0,3,2,1,0,5,3,0
ENSG00000257392.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257395.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257398.8,2,64,33,18,21,22,40,19,20,3,66,4,7,3,8,34,6,0
