gene,classification,Child,Young,Senior-40,Senior-60,Senior-70,Elderly-80,Elderly-90
MAGEB2,Negative,0,3.38983050847458,17.5141242937853,36.7231638418079,18.0790960451977,6.77966101694915,0
MAGEB3,Positive,0,0,0,0.564971751412429,0.564971751412429,0,0
MAGEB3,Negative,0,3.38983050847458,20.9039548022599,46.3276836158192,21.4689265536723,6.77966101694915,0
MAGEB4,Positive,0,0.564971751412429,2.82485875706215,1.12994350282486,0,2.25988700564972,0
MAGEB4,Negative,0,2.82485875706215,18.0790960451977,45.7627118644068,22.0338983050847,4.51977401129944,0
MAGEB5,Positive,0,0.564971751412429,3.95480225988701,6.77966101694915,5.08474576271187,2.25988700564972,0
MAGEB5,Negative,0,2.82485875706215,16.9491525423729,40.1129943502825,16.9491525423729,4.51977401129944,0
MAGEB6,Positive,0,0,0.564971751412429,1.12994350282486,1.12994350282486,0.564971751412429,0
MAGEB6,Negative,0,3.38983050847458,20.3389830508475,45.7627118644068,20.9039548022599,6.21468926553672,0
MAGEB10,Positive,0,0,2.82485875706215,3.95480225988701,3.38983050847458,0.564971751412429,0
MAGEB10,Negative,0,3.38983050847458,18.0790960451977,42.9378531073446,18.6440677966102,6.21468926553672,0
MAGEB16,Positive,0,0,1.69491525423729,2.82485875706215,1.12994350282486,0.564971751412429,0
MAGEB16,Negative,0,3.38983050847458,19.2090395480226,44.0677966101695,20.9039548022599,6.21468926553672,0
MAGEB17,Positive,0,1.69491525423729,14.1242937853107,27.683615819209,15.2542372881356,5.08474576271187,0
MAGEB17,Negative,0,1.69491525423729,6.77966101694915,19.2090395480226,6.77966101694915,1.69491525423729,0
MAGEB18,Positive,0,0,1.12994350282486,3.38983050847458,1.12994350282486,0,0
MAGEB18,Negative,0,3.38983050847458,19.774011299435,43.5028248587571,20.9039548022599,6.77966101694915,0
MAGEC1,Positive,0,0,2.82485875706215,6.21468926553672,1.12994350282486,1.69491525423729,0
MAGEC1,Negative,0,3.38983050847458,18.0790960451977,40.6779661016949,20.9039548022599,5.08474576271187,0
MAGEC2,Positive,0,0,3.95480225988701,8.47457627118644,1.69491525423729,1.69491525423729,0
MAGEC2,Negative,0,3.38983050847458,16.9491525423729,38.4180790960452,20.3389830508475,5.08474576271187,0
MAGEC3,Positive,0,1.69491525423729,14.6892655367232,33.3333333333333,15.2542372881356,6.21468926553672,0
MAGEC3,Negative,0,1.69491525423729,6.21468926553672,13.5593220338983,6.77966101694915,0.564971751412429,0
CSAG1,Positive,0,2.82485875706215,11.2994350282486,32.7683615819209,17.5141242937853,4.51977401129944,0
CSAG1,Negative,0,0.564971751412429,9.6045197740113,14.1242937853107,4.51977401129944,2.25988700564972,0
CSAG2,Positive,0,0,1.69491525423729,7.90960451977401,3.38983050847458,0,0
CSAG2,Negative,0,3.38983050847458,19.2090395480226,38.9830508474576,18.6440677966102,6.77966101694915,0
CSAG3,Positive,0,0,9.03954802259887,17.5141242937853,6.21468926553672,2.25988700564972,0
CSAG3,Negative,0,3.38983050847458,11.864406779661,29.3785310734463,15.819209039548,4.51977401129944,0
CSAG4,Positive,0,0,0,1.69491525423729,0.564971751412429,1.12994350282486,0
CSAG4,Negative,0,3.38983050847458,20.9039548022599,45.1977401129944,21.4689265536723,5.64971751412429,0
MAGED1,Positive,0,3.38983050847458,20.9039548022599,46.8926553672316,22.0338983050847,6.77966101694915,0
MAGED1,Negative,0,0,0,0,0,0,0
MAGED2,Positive,0,3.38983050847458,20.9039548022599,46.8926553672316,22.0338983050847,6.77966101694915,0
MAGED2,Negative,0,0,0,0,0,0,0
TRO,Positive,0,3.38983050847458,20.9039548022599,46.8926553672316,22.0338983050847,6.77966101694915,0
TRO,Negative,0,0,0,0,0,0,0
MAGED4,Positive,0,3.38983050847458,7.90960451977401,29.9435028248588,10.7344632768362,3.38983050847458,0
MAGED4,Negative,0,0,12.9943502824859,16.9491525423729,11.2994350282486,3.38983050847458,0
MAGED4B,Positive,0,2.82485875706215,15.2542372881356,35.5932203389831,17.5141242937853,3.38983050847458,0
MAGED4B,Negative,0,0.564971751412429,5.64971751412429,11.2994350282486,4.51977401129944,3.38983050847458,0
MAGEE1,Positive,0,3.38983050847458,20.9039548022599,46.8926553672316,22.0338983050847,6.77966101694915,0
MAGEE1,Negative,0,0,0,0,0,0,0
MAGEE2,Positive,0,3.38983050847458,19.774011299435,45.7627118644068,21.4689265536723,6.77966101694915,0
MAGEE2,Negative,0,0,1.12994350282486,1.12994350282486,0.564971751412429,0,0
MAGEF1,Positive,0,3.38983050847458,20.9039548022599,46.8926553672316,22.0338983050847,6.77966101694915,0
MAGEF1,Negative,0,0,0,0,0,0,0
NSMCE3,Positive,0,3.38983050847458,20.9039548022599,46.8926553672316,22.0338983050847,6.77966101694915,0
NSMCE3,Negative,0,0,0,0,0,0,0
MAGEH1,Positive,0,3.38983050847458,20.9039548022599,46.8926553672316,22.0338983050847,6.77966101694915,0
MAGEH1,Negative,0,0,0,0,0,0,0
MAGEL2,Positive,0,3.38983050847458,20.9039548022599,46.8926553672316,22.0338983050847,6.77966101694915,0
MAGEL2,Negative,0,0,0,0,0,0,0
TRIM28,Positive,0,3.38983050847458,20.9039548022599,46.8926553672316,22.0338983050847,6.77966101694915,0
TRIM28,Negative,0,0,0,0,0,0,0
NDN,Positive,0,3.38983050847458,20.9039548022599,46.8926553672316,22.0338983050847,6.77966101694915,0
NDN,Negative,0,0,0,0,0,0,0
