sample,MAGEA1,MAGEA2,MAGEA2B,MAGEA3,MAGEA4,MAGEA5,MAGEA6,MAGEA7P,MAGEA8,MAGEA9,MAGEA9B,MAGEA10,MAGEA11,MAGEA12,MAGEB1,MAGEB2,MAGEB3,MAGEB4,MAGEB5,MAGEB6,MAGEB10,MAGEB16,MAGEB17,MAGEB18,MAGEC1,MAGEC2,MAGEC3,CSAG1,CSAG2,CSAG3,CSAG4,MAGED1,MAGED2,TRO,MAGED4,MAGED4B,MAGEE1,MAGEE2,MAGEF1,NSMCE3,MAGEH1,MAGEL2,TRIM28,NDN,Category
C3N-01899-02-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21208170360712733,0.0,0.0,0.0,0.00544488421420918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003372416521700904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7221629335484271,0.6639978174247289,0.882908942253495,0.2967395790342551,0.1379582183681514,0.6064839219820769,0.2592995579734784,0.2568334411821606,0.5889725951185668,0.5184722684722685,0.7775420963320715,0.6330423431167532,0.685252597706646,Negative
C3N-01166-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003343172253215678,0.0,0.0,0.0,0.0,0.05334962329464468,0.0,0.0,0.0,0.0074544849371675475,0.0,0.0,0.0,0.012301629566514006,0.014233539270232447,0.0,0.015418444543336561,0.0,0.3162463769400544,0.4925168847845,0.40395300005574586,0.054890631448617416,0.1016949152542373,0.40702864171498854,0.25807548452907175,0.225487942662833,0.46442339789112663,0.4921267004600338,0.15415742070225819,0.4177086540564714,0.5445131852914512,Negative
C3N-02592-01,0.0,0.0,0.0,0.0,0.0,0.18205564329972057,0.0,0.0,0.34608141387802405,0.0,0.0,0.016821946169772256,0.0,0.0024674568710174264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07253168601555011,0.004203258256574296,0.0,0.0,0.0,0.7312349870145987,0.8300499712510246,0.9267995069589401,0.08089145687164671,0.0,0.32312423124231243,0.239816388983339,0.5448019392169265,0.856135826629926,0.692053317053317,0.3981203498237828,0.5919677226555806,0.6423045119897985,Negative
C3N-01998-03,0.0,0.0,0.0,0.0,0.0013600715515903227,0.14621552666747661,0.0,0.6862521391899601,0.24322758221063304,0.0,0.0,0.13152173913043477,0.0,0.0029722810325199483,0.0,0.0,0.0,0.0,0.04744451231928325,0.0,0.0,0.0,0.013257302192384746,0.0,0.0,0.0,0.054638406646075194,0.015184392356116424,0.058770682039380094,1.0,0.0,0.34962373359097315,0.6247990505294673,0.4076941658872571,0.04869995872884854,0.045329128892392594,0.20010542962572483,0.05946956817409045,0.26227217566966843,0.4888043826865554,0.5648811065477732,0.15415742070225819,0.352976333941227,0.3696882752024866,Negative
C3N-01997-03,0.0,0.0,0.0,0.0,0.0,0.07799781314542581,0.0,0.7324586423274385,0.33376792698826596,0.0,0.0,0.0,0.003804858848483523,0.0031731804437301354,0.0,0.0,0.0,0.456198347107438,0.0,0.0,0.0,0.16433189655172414,0.00707139851663914,0.0,0.0,0.02893982808022923,0.04665033549898818,0.010805591991378932,0.0,0.0,0.0,0.37281752187131595,0.6439720187815464,0.7525937304502406,0.05200165084605861,0.048088293259755624,0.3715691442628712,0.16324379462767769,0.27433102898697503,0.5741541925476003,0.6320747154080487,0.1371230909802898,0.447503340164591,0.4957689510545245,Negative
C3N-02585-01,0.0,0.0,0.0,0.0,0.04538499634111186,0.1742801603693354,0.0,0.0,0.055193394176445025,0.0,0.0,0.03214285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035105788373013132,0.0,0.05051227066952585,0.0,0.05208222387900735,0.0040228399787399,0.0,0.0,0.0,0.4934399347627616,0.6063531882865107,0.5990015299138417,0.0,0.0,0.4444034440344404,0.24308058483509012,0.33015871668183827,0.931844511496698,0.6500104833438166,0.2858634642996998,0.5504075767053648,0.523576118035008,Negative
C3N-02010-03,0.0,0.0,0.0,0.0,0.0,0.05284898554246142,0.001250017755934033,0.0,0.25119513255106474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04598522754348344,0.0,0.0,0.007319130676471019,0.0,0.0,0.0,0.9506288834327551,0.940601096651876,0.1828649649730252,0.21089558398679323,0.3263697280252267,0.18625900544719734,0.061407684461067674,0.34381862475461106,0.5691012743564402,0.3359557109557109,0.03096854196580081,0.640717407447139,0.26979686581587414,Negative
C3N-02295-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6269252709640616,0.25380269448066056,0.0,0.0,0.0,0.0,0.0027147176848145798,0.0,0.0050921972356643575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09974438172329321,0.018490435393189942,0.0357864789997754,0.0,0.0,0.609722653099212,0.6833325510482899,0.7465298209319468,0.0,0.0823807646826961,0.7059040590405904,0.6517511050663041,0.29080673146491054,0.9039814639063246,0.7502358752358752,0.5318169951703433,0.4824242559339295,0.9554639010928798,Negative
C3N-02573-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3355063016079965,0.0,0.0,0.14658385093167703,0.0,0.002390187866705816,0.0,0.0,0.0,0.0,0.07635919364691508,0.35752482811306346,0.0,0.0,0.0,0.0,0.0,0.0,0.05272126957077432,0.012219681196026897,0.0,0.13230020156540404,0.0,0.38485095595600033,0.7008032111683483,0.6537005952417821,0.0,0.0,0.29560709892813214,0.21880312818769126,0.26018655926661993,0.6212733092032491,0.6035507702174369,0.33083148414045166,0.5070550963458111,0.45010311127051017,Negative
C3N-02590-01,0.0,0.0,0.0,0.0,0.0,0.1241039970841939,0.0029347007769996735,0.0,0.0,0.0,0.0,0.03436853002070393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03706465012248376,0.0,0.0,0.0,0.0,0.7811450198991304,0.6126620377743096,0.949413739493456,0.16508460586050352,0.3066614111154907,0.3722544368300826,0.1730703842230534,0.27303744951977454,0.4611376920207091,0.5108826358826358,0.9740569116303355,0.5515820329098511,0.6356256911443857,Negative
C3N-02589-01,0.0,0.0,0.0,0.0,0.0,0.04574170817640627,0.0,0.0,0.13037809647979137,0.0,0.0,0.0,0.004482735999650128,0.0,0.0,0.0,0.0,0.0,0.178069639584606,0.0,0.4384057971014493,0.0,0.011059265353287322,0.0,0.0,0.0,0.054691660453722445,0.0031646341166087217,0.02451897881260762,0.0,0.0,0.4890771944441982,0.828383285027232,0.7141352889802846,0.0,0.0563657863618447,0.4355649270778422,0.4145868752125128,0.4093005513329084,0.8890517924114594,0.8661878245211578,0.16610103119697167,0.38060949122222854,0.5789234585612242,Negative
C3N-02579-02,0.0,0.0,0.0,0.0,0.0,0.06566638318551817,0.0007755791985681615,0.0,0.09358250036216138,0.0,0.0,0.08183229813664596,0.0,0.0,0.0,0.0,0.0,0.0,0.5968234575442884,0.0,0.0,0.0,0.0019845132604422453,0.0,0.0,0.0,0.0,0.002272295066779144,0.0,0.012303342844428156,0.0,0.5256428438472244,0.7498084798581159,0.6043902952671775,0.0,0.12179739850216792,0.22904586188719034,0.10686841210472629,0.2804829605928269,0.7480478849086614,0.6983248233248234,0.2539159378671192,0.49209645308653494,0.5748787072735786,Negative
C3N-01898-04-2,0.0,0.0,0.0,0.0,0.0,0.06050297655205928,0.0,0.0,0.17253368100825728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003661301363410851,0.0,0.0,0.0,0.018106294600063907,0.0,0.0,0.0,0.0,0.6678786374635478,0.6568034492065116,0.6880648138398359,0.0,0.1493890421757982,0.40850465647513623,0.436144168650119,0.432613485368846,0.7115582231007376,0.71835417668751,0.7728756037070877,0.5692984888106227,0.7720613287904601,Negative
